5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,5,0,4
0,4,1,0,0,1,0,5,2,0,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,4
0,1,1,0,0,0,0,14,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,1,0,2,0,2,12,11,13,1
4,11,12,4,6,0,1,1,2,13,10,9
0,1,1,6,6,0,1,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,4
5,4,4,0,0,0,0,1,2,5,0,4
5,4,4,0,0,0,1,1,2,5,0,4
5,4,4,0,0,0,1,1,2,5,0,4
0,4,4,6,6,0,1,1,2,5,0,4
1,14,3,1,0,0,0,1,2,5,5,14
0,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
0,4,4,6,6,0,1,1,2,5,0,2
5,1,1,1,14,14,6,11,13,12,5,10
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,0,1,2,5,0,4
5,4,4,6,0,0,0,1,2,13,0,0
2,1,1,1,14,0,0,2,0,5,0,6
0,1,1,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,0,0,1,1,2,5,0,4
5,4,4,0,0,0,0,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,0,0,1,1,2,0,0,6,2
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,0,0,0,1,1,2,5,0,4
2,0,1,0,6,0,0,1,2,5,0,4
2,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,2,2,5,0,6
5,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,0,0,4,2,1,2,5,0,4
0,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,0,10,14,3,9,1,0,0
0,4,1,6,0,0,1,1,2,5,0,6
0,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,0,1,2,5,0,0
5,4,4,6,0,0,1,1,12,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,6,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,1,0,2,2,5,0,4
13,13,7,0,0,0,0,2,2,5,2,11
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,6,0,0,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,0,1,2,5,0,0
5,4,4,6,0,0,1,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,1,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,0,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,6,1,0,2,2,5,0,4
0,1,1,0,0,0,1,1,2,5,0,6
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,4
5,4,11,11,12,0,1,1,5,7,7,4
0,4,4,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
2,1,4,0,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,6,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,1,1,0,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
4,4,4,6,0,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,4
0,1,1,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,1,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,4,4,6,6,0,1,1,2,2,11,9
5,4,4,6,6,0,1,1,2,5,0,4
0,4,4,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,0,2,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,1,1,2,13,0,0
5,4,4,6,0,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,6,0,1,1,2,5,0,0
0,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,0,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,6,6,0,1,1,2,5,0,4
3,10,4,4,6,0,1,1,2,13,6,7
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,0,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,1,0,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,5,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,2,0,0,0,1,2,5,3,6
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
2,4,4,6,0,0,0,1,2,5,0,4
5,4,4,0,6,0,0,1,2,5,0,4
0,4,4,6,0,0,1,1,2,5,0,4
0,4,1,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,1,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,2,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,2,2,5,0,6
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
0,4,4,0,0,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,2,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
4,11,12,4,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,0,0,0,1,2,13,0,0
10,6,5,13,13,9,4,13,11,5,5,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,0,0,0,2,2,5,0,4
6,6,5,0,0,0,1,1,2,5,5,12
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,2,2,0,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,0,0,0,1,1,2,13,3,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
9,9,13,12,1,2,11,0,8,4,14,8
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,1,2,13,0,0
2,1,14,10,10,0,1,1,2,5,3,3
0,4,4,0,0,0,0,2,2,5,0,2
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,0,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,4
0,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,1,0,2,2,5,0,6
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,3,12,2,5,0,4
11,12,9,7,9,7,0,7,10,9,9,1
2,1,1,1,14,1,8,5,0,12,4,10
5,4,4,8,4,8,12,9,7,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,2,1,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,4
0,4,4,6,0,0,1,1,2,5,0,4
0,1,1,0,0,0,0,2,2,5,0,4
2,1,1,0,0,0,0,2,2,5,0,6
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,0,0,1,1,2,13,0,0
5,4,4,0,0,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,0,0,0,0,2,2,5,0,4
2,1,1,5,8,13,13,8,3,8,4,1
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,0,0,1,1,2,5,0,4
0,4,4,0,0,0,1,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,0
5,4,4,6,6,0,1,1,2,5,0,4
0,5,2,0,2,0,1,1,2,5,0,4
0,1,1,0,0,0,0,2,2,5,0,4
0,1,1,0,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,1,0,0,0,2,0,0,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,6
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,1,0,6,0,1,1,2,5,0,4
0,4,4,6,6,0,1,1,2,13,0,0
5,4,1,6,6,0,1,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,4,4,0,6,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,0,0,0,0,1,2,5,0,4
0,4,4,0,0,0,0,1,2,5,0,4
0,1,1,0,0,0,0,2,2,5,0,1
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,0,0,0,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,6,6,0,1,1,2,13,0,0
5,4,12,0,6,0,0,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,2
5,4,1,0,0,0,1,1,2,5,0,4
1,0,1,1,14,1,6,2,0,12,1,14
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,7,0,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,0,5,0,1,2,13,0,0
5,4,4,6,0,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,5,10
0,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,2
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
0,1,1,0,0,1,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,1,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,1,0,0,0,0,1,2,13,0,0
0,4,4,6,6,0,0,1,2,5,0,0
0,1,4,6,6,0,1,1,2,13,0,4
0,4,4,0,6,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,0,0,1,1,2,13,0,0
0,4,4,0,6,0,1,1,2,13,0,4
0,4,1,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,0
0,4,4,6,0,0,0,1,2,13,0,0
5,4,4,6,0,0,0,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,0,6,0,1,1,2,5,0,4
2,1,1,0,14,1,0,2,2,0,0,2
0,1,1,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,1,0,0,0,0,1,2,5,0,4
0,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,2,2,5,0,4
0,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,2,2,0,2,2,14,8,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,1,14,1,0,2,0,5,0,4
5,4,4,6,6,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,0,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,1,4,6,6,0,1,1,2,13,0,2
5,4,4,6,6,0,1,1,2,13,0,0
2,1,1,0,0,0,0,2,2,5,0,6
2,1,1,0,0,0,0,2,2,0,4,1
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,1,3,3,0,4,1,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,4
5,4,4,0,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,2,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,0,0,0,1,2,5,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,1,4,0,6,0,0,1,2,5,0,0
0,4,4,0,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,2,2,5,0,0
2,1,1,0,0,1,0,2,0,5,0,1
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
2,1,4,6,6,0,1,1,2,13,0,0
0,4,1,0,0,0,1,0,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,0,0,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,1,0,2,2,5,4,6
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,6,6,0,1,1,2,5,0,0
5,4,4,0,6,0,0,1,2,13,0,0
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,4,3,0,1,1,2,13,0,0
0,1,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,4,4,6,6,0,0,1,2,13,0,4
5,4,4,6,6,0,1,1,2,13,0,0
0,1,1,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
5,4,4,0,6,0,0,1,2,5,0,0
5,4,4,0,0,0,0,1,2,5,0,4
5,4,4,6,6,0,1,1,2,13,0,0
